code,country,measure,unit_of_measure,statistical_operation,year,available_adult_icu_beds,observation_status
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,7.1,Definition differs
MEX,Mexico,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,6.83,
MEX,Mexico,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,7.13,
MEX,Mexico,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,6.94,
MEX,Mexico,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,6.45,
MEX,Mexico,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,6.81,
LUX,Luxembourg,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,2.58,
LUX,Luxembourg,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,21.29,
LUX,Luxembourg,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2019,21.29,
LUX,Luxembourg,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,0.81,
LUX,Luxembourg,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,24.68,
LTU,Lithuania,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,23.73,
LTU,Lithuania,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,24.09,
LTU,Lithuania,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,3.37,
LTU,Lithuania,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,3.38,
LTU,Lithuania,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,3.47,
LTU,Lithuania,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,3.46,
LTU,Lithuania,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,3.47,
LTU,Lithuania,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,21.48,
LTU,Lithuania,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,21.34,
LTU,Lithuania,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,20.69,
LTU,Lithuania,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,20.27,
LTU,Lithuania,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,20.62,
LTU,Lithuania,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,24.85,
LTU,Lithuania,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,24.72,
LVA,Latvia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,11.48,Definition differs
LVA,Latvia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,11.33,Definition differs
LVA,Latvia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,11.33,Definition differs
LVA,Latvia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,11.57,Definition differs
LVA,Latvia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,12.8,Definition differs
LVA,Latvia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,9.64,Definition differs
LVA,Latvia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,9.53,Definition differs
LVA,Latvia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,9.86,Definition differs
LVA,Latvia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,11.08,Definition differs
LVA,Latvia,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.67,Definition differs
LVA,Latvia,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.68,Definition differs
LVA,Latvia,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.8,Definition differs
LVA,Latvia,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.71,Definition differs
LVA,Latvia,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.72,Definition differs
TUR,Türkiye,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,40.25,
TUR,Türkiye,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,41.71,
TUR,Türkiye,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,45.12,
TUR,Türkiye,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,46.8,
TUR,Türkiye,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,48.38,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,25.42,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,26.38,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,28.3,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,29.57,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,30.71,
TUR,Türkiye,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,20.17,
TUR,Türkiye,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,21.17,
TUR,Türkiye,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,23.4,
TUR,Türkiye,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,24.41,
TUR,Türkiye,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,25.56,
TUR,Türkiye,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.54,
TUR,Türkiye,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.52,
TUR,Türkiye,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.9,
TUR,Türkiye,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,2.0,
TUR,Türkiye,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,2.15,
TUR,Türkiye,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,13.29,
TUR,Türkiye,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,13.8,
TUR,Türkiye,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,14.92,
TUR,Türkiye,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,15.23,
TUR,Türkiye,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,15.52,
CHE,Switzerland,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.44,
CHE,Switzerland,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.49,
CHE,Switzerland,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.34,
CHE,Switzerland,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.47,
CHE,Switzerland,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.24,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,10.07,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,10.03,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,9.91,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,9.88,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,9.88,
CHE,Switzerland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,7.65,
CHE,Switzerland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,7.79,
CHE,Switzerland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,7.28,
CHE,Switzerland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,7.69,
CHE,Switzerland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,7.66,
SWE,Sweden,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.36,Definition differs
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2019,19.22,Estimated value
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,10.64,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,10.52,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,10.45,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,10.59,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,10.43,Definition differs
ESP,Spain,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,1.58,
ESP,Spain,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,1.64,
ESP,Spain,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,1.71,
ESP,Spain,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,1.82,
ESP,Spain,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,1.77,
ESP,Spain,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,12.22,Definition differs
ESP,Spain,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,12.16,Definition differs
ESP,Spain,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,12.16,Definition differs
ESP,Spain,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,12.41,Definition differs
ESP,Spain,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,12.2,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2015,23.48,Estimated value
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2016,23.21,Estimated value
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2017,23.18,Estimated value
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2018,23.5,Estimated value
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Maximum,2019,23.09,Estimated value
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,10.39,
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,10.27,
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,10.26,
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,10.4,
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,10.22,
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2015,19.55,Estimated value
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2016,19.32,Estimated value
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2017,19.3,Estimated value
PRT,Portugal,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,0.69,
PRT,Portugal,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,0.71,
PRT,Portugal,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2017,0.66,
PRT,Portugal,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,0.72,
PRT,Portugal,Paediatric intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,0.92,
PRT,Portugal,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2015,2.42,
PRT,Portugal,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,2.46,
ESP,Spain,Adult critical care hospital beds,Per 100 000 inhabitants,Maximum,2018,19.57,Estimated value
NLD,Netherlands,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,7.02,
LTU,Lithuania,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,24.15,
KOR,Korea,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,16.12,
JPN,Japan,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,17.31,
FIN,Finland,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,5.46,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,37.42,Definition differs
CAN,Canada,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2016,4.27,
HRV,Croatia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2015,11.68,Definition differs
HRV,Croatia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2016,11.36,Definition differs
HRV,Croatia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2017,11.05,Definition differs
HRV,Croatia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,9.98,Definition differs
HRV,Croatia,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,10.23,Definition differs
USA,United States,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,21.59,
USA,United States,Adult intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,20.92,
USA,United States,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2018,7.0,
USA,United States,Neonatal intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Not applicable​​,2019,6.92,
USA,United States,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,30.17,
USA,United States,Intensive care unit (ICU) hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,29.42,
USA,United States,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2018,4.81,
USA,United States,Adult critical care hospital beds,Per 100 000 inhabitants,Arithmetic mean,2019,4.82,
LVA,Latvia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,65.95,
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,70.2,
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,68.9,
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,68.2,
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,68.6,
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,71.8,
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2015,80.9,Estimated value
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2016,79.0,Estimated value
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2017,78.9,Estimated value
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2018,79.5,Estimated value
AUS,Australia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2019,83.5,Estimated value
CZE,Czechia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,61.6,
CZE,Czechia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2018,71.6,
CZE,Czechia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2019,68.6,
CZE,Czechia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,62.3,
CHL,Chile,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,89.41,
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,77.15,Estimated value
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,76.29,Estimated value
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,78.03,Estimated value
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,78.93,Estimated value
CAN,Canada,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,76.61,Estimated value
AUT,Austria,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,75.96,
AUT,Austria,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,74.43,
AUT,Austria,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,74.51,
AUT,Austria,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,74.37,
AUT,Austria,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,73.65,
KOR,Korea,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,64.5,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,76.72,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,74.34,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,73.3,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,73.71,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,72.96,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2015,82.12,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2016,81.07,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2017,78.89,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2018,77.07,
ISR,Israel,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2019,77.8,
IRL,Ireland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,91.0,
IRL,Ireland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,88.0,
IRL,Ireland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,90.0,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,59.89,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,81.2,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,81.4,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,80.1,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,78.1,
DEU,Germany,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,77.0,
FRA,France,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,84.34,
FRA,France,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,84.52,
FRA,France,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,84.45,
FRA,France,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,85.42,
FRA,France,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,84.12,
FIN,Finland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,64.5,
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,59.19,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,59.97,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,60.33,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,61.05,Definition differs
EST,Estonia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,59.79,Definition differs
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,68.19,
HUN,Hungary,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Maximum,2019,72.57,
HRV,Croatia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,75.1,Definition differs
HRV,Croatia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,79.2,Definition differs
HRV,Croatia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,81.9,Definition differs
HRV,Croatia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,76.4,Definition differs
HRV,Croatia,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,72.1,Definition differs
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,71.06,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,71.05,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,72.57,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,73.72,
TUR,Türkiye,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,74.56,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,79.74,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,79.26,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,78.07,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,77.28,
CHE,Switzerland,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,75.74,
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,61.4,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,62.94,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,57.06,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,56.13,Definition differs
ESP,Spain,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,57.25,Definition differs
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,68.59,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,62.27,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,62.21,
PRT,Portugal,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2019,70.97,
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,73.0,
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,73.0,
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2017,69.0,
NLD,Netherlands,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2018,71.0,
LTU,Lithuania,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2015,62.48,
LTU,Lithuania,Adult intensive care unit (ICU) hospital beds,Percentage of available intensive care unit (ICU) beds,Arithmetic mean,2016,62.13,
