ref_area,country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,set_healtchare_capita_outcomes,base_period,unit_multiplier
AUS,Australia,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Constant prices,2016,7316.114,2015.0,Millions
GRC,Greece,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2002,0.484,,Units
MLT,Malta,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2018,8.266,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Intellectual property products,Not applicable,2013,0.259,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Total,Not applicable,2013,100.0,,Units
MLT,Malta,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Total,Not applicable,2017,100.0,,Units
MLT,Malta,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Constant prices,2017,0.388,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2015,87.485,2015.0,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Intellectual property products,Not applicable,2016,0.051,,Units
MEX,Mexico,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Constant prices,2013,600.008,2015.0,Millions
IRL,Ireland,Annual,Gross fixed capital formation,Percentage of GDP,Total,Intellectual property products,Not applicable,2017,0.04,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Constant prices,2014,156.496,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Machinery and equipment,Not applicable,2003,14.399,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Machinery and equipment,Current prices,2007,490.0,,Millions
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2016,749.853,2015.0,Millions
IRL,Ireland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2017,57.184,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2007,35.476,,Units
LVA,Latvia,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2017,0.178,,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2017,2366.241,,Millions
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2016,91.101,,Millions
AUS,Australia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Rest of the economy,Total,Not applicable,2015,100.0,,Units
ISR,Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Current prices,2011,691.0,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Infrastructure,Not applicable,2017,17.484,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2016,0.048,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2005,29.938,,Units
GRC,Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Constant prices,2017,12.397,2015.0,Millions
LTU,Lithuania,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Constant prices,2004,0.529,2015.0,Millions
ESP,Spain,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Rest of the economy,Total,Not applicable,2007,100.0,,Units
ESP,Spain,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2007,0.031,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2007,100.0,,Units
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Retailers and other providers of medical goods,Total,Not applicable,2018,0.063,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Total,Current prices,2016,109.984,,Millions
AUS,Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2016,0.011,,Units
LTU,Lithuania,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2004,2.784,2015.0,Millions
ESP,Spain,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2017,100.0,,Units
ISL,Iceland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2009,100.0,,Units
ISR,Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Current prices,2015,2575.0,,Millions
ISL,Iceland,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Constant prices,2011,2448.565,2015.0,Millions
FRA,France,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Current prices,2004,5263.2,,Millions
CYP,Cyprus,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2018,100.0,,Units
MLT,Malta,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2017,0.024,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Total,Current prices,2013,40.14,,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Rest of the economy,Intellectual property products,Not applicable,2016,72.305,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Intellectual property products,Current prices,2016,6.089,,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Machinery and equipment,Not applicable,2016,65.052,,Units
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2013,2232.958,,Millions
ISR,Israel,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2016,43.338,,Units
IRL,Ireland,Annual,Gross fixed capital formation,Percentage of GDP,Total,Machinery and equipment,Not applicable,2017,0.227,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2018,6.553,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Current prices,2013,896.0,,Millions
MEX,Mexico,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2016,10500.806,,Millions
DNK,Denmark,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2015,0.343,,Units
LUX,Luxembourg,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2002,0.261,,Millions
CAN,Canada,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Total,Not applicable,2007,0.009,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2009,0.008,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Current prices,2011,2.815,,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Total,Not applicable,2008,100.0,,Units
LTU,Lithuania,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2004,0.029,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Current prices,2018,414.04,,Millions
LUX,Luxembourg,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2004,100.0,,Units
GRC,Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Constant prices,2017,235.564,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2007,100.0,,Units
AUS,Australia,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2016,0.42,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2004,130.455,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2018,87143.291,,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Intellectual property products,Not applicable,2013,0.836,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Current prices,2013,24.671,,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2013,88.699,2015.0,Millions
SVK,Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Retailers and other providers of medical goods,Total,Not applicable,2007,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2013,0.228,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Current prices,2006,122.0,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2017,2.754,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Rest of the economy,Machinery and equipment,Constant prices,2018,55.322,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Machinery and equipment,Not applicable,2011,33.333,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Machinery and equipment,Constant prices,2007,10.289,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Machinery and equipment,Current prices,2007,3.2,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2007,3909.358,2015.0,Millions
CAN,Canada,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Infrastructure,Not applicable,2007,0.006,,Units
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Retailers and other providers of medical goods,Infrastructure,Not applicable,2017,41.386,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2017,148.446,,Millions
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2007,73.911,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Intellectual property products,Not applicable,2007,9.64,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Machinery and equipment,Current prices,2017,66.924,,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Machinery and equipment,Current prices,2018,1570.637,,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Current prices,2007,4037.0,,Millions
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2007,56.923,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Rest of the economy,Total,Not applicable,2007,100.0,,Units
LTU,Lithuania,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2004,20.829,,Millions
ISL,Iceland,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2007,154.124,,Millions
AUS,Australia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2016,100.0,,Units
ISR,Israel,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2012,12.306,2015.0,Millions
LUX,Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2004,0.006,,Units
LTU,Lithuania,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2004,1.417,2015.0,Millions
ESP,Spain,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Total,Not applicable,2013,100.0,,Units
FRA,France,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2004,0.103,,Units
ISL,Iceland,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2002,78.98,2015.0,Millions
LVA,Latvia,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2018,104.549,,Millions
GRC,Greece,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2016,100.0,,Units
MLT,Malta,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2017,100.0,,Units
MLT,Malta,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Constant prices,2018,8.13,2015.0,Millions
LVA,Latvia,Annual,Gross fixed capital formation,National currency,Rest of the economy,Intellectual property products,Current prices,2018,6.656,,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Machinery and equipment,Not applicable,2013,0.001,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Machinery and equipment,Not applicable,2013,62.604,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2013,855.749,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Infrastructure,Not applicable,2010,0.003,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Rest of the economy,Total,Not applicable,2018,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2013,1815.157,,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Constant prices,2013,351823.327,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Intellectual property products,Constant prices,2017,2323.838,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Constant prices,2002,0.041,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Constant prices,2017,2523.363,2015.0,Millions
MEX,Mexico,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2017,121.419,,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Machinery and equipment,Not applicable,2016,0.024,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2008,121.0,,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Machinery and equipment,Not applicable,2017,14.62,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Machinery and equipment,Not applicable,2007,64.658,,Units
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Machinery and equipment,Not applicable,2007,20.329,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Machinery and equipment,Constant prices,2016,775.773,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Infrastructure,Not applicable,2017,0.062,,Units
IRL,Ireland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2018,407.237,2015.0,Millions
LUX,Luxembourg,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Total,Not applicable,2005,0.001,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Constant prices,2004,7.456,2015.0,Millions
LTU,Lithuania,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Total,Not applicable,2004,100.0,,Units
CRI,Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Total,Not applicable,2017,100.0,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2016,0.286,2015.0,Millions
ISR,Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2015,976.0,2015.0,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2017,0.329,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2011,1550.113,2015.0,Millions
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2016,42.558,,Millions
AUS,Australia,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2015,0.002,,Units
LTU,Lithuania,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Current prices,2005,15.71,,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Current prices,2017,29945.168,,Millions
MLT,Malta,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Current prices,2017,0.397,,Millions
MLT,Malta,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2018,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2013,1.118,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Infrastructure,Not applicable,2017,0.001,,Units
SVK,Slovak Republic,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2007,7.02,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Intellectual property products,Not applicable,2018,81.904,,Units
ISR,Israel,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Machinery and equipment,Not applicable,2012,91.667,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Retailers and other providers of medical goods,Machinery and equipment,Not applicable,2007,70.238,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Machinery and equipment,Constant prices,2016,727.472,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Total,Constant prices,2013,45.078,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Total,Not applicable,2013,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Current prices,2013,313281.553,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Intellectual property products,Constant prices,2017,0.371,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Intellectual property products,Constant prices,2007,647.093,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Intellectual property products,Constant prices,2008,0.23,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Intellectual property products,Not applicable,2007,10.196,,Units
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2017,2634.908,,Millions
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of GDP,Total,Intellectual property products,Not applicable,2007,0.033,,Units
IRL,Ireland,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2017,119.603,,Millions
ISR,Israel,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Machinery and equipment,Constant prices,2014,4.992,2015.0,Millions
DNK,Denmark,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2018,6344.369,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Infrastructure,Current prices,2007,91.049,,Millions
ISR,Israel,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2009,39.017,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2007,693.967,2015.0,Millions
CAN,Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Infrastructure,Not applicable,2007,0.012,,Units
IRL,Ireland,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2017,387.282,,Millions
FIN,Finland,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2007,0.212,,Units
CAN,Canada,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2007,6240.979,,Millions
ESP,Spain,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Constant prices,2007,56.304,2015.0,Millions
LTU,Lithuania,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2004,0.114,,Units
LUX,Luxembourg,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2004,100.0,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Current prices,2016,0.289,,Millions
LTU,Lithuania,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2004,100.0,,Units
DNK,Denmark,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2016,12603.093,,Millions
MLT,Malta,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2017,0.279,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Constant prices,2013,2383.911,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Intellectual property products,Constant prices,2013,17.372,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Machinery and equipment,Not applicable,2013,94.66,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2013,2523.212,,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2013,0.001,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2013,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2013,237.186,2015.0,Millions
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Intellectual property products,Constant prices,2016,4.185,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2012,0.025,,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Constant prices,2017,32.762,2015.0,Millions
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2017,0.002,,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Intellectual property products,Current prices,2002,97.0,,Millions
FIN,Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2007,39.521,,Millions
DNK,Denmark,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2018,785.579,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Machinery and equipment,Current prices,2007,52.915,,Millions
ISR,Israel,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Machinery and equipment,Not applicable,2014,51.227,,Units
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Machinery and equipment,Not applicable,2007,4.269,,Units
MEX,Mexico,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2007,6440.267,2015.0,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Rest of the economy,Infrastructure,Not applicable,2016,18.065,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Infrastructure,Not applicable,2001,1.534,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Infrastructure,Not applicable,2017,0.056,,Units
ISR,Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2015,435.0,,Millions
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2007,64.524,,Units
AUS,Australia,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Total,Not applicable,2015,0.07,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2007,221.0,,Millions
ISL,Iceland,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Constant prices,2007,250.643,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2011,262.544,2015.0,Millions
ESP,Spain,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Total,Constant prices,2008,3.059,2015.0,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2017,0.024,,Units
PRT,Portugal,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2016,586.435,,Millions
FIN,Finland,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2012,62.106,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Constant prices,2002,401.955,2015.0,Millions
USA,United States,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2011,114678.471,2015.0,Millions
SVK,Slovak Republic,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2007,0.368,,Units
HUN,Hungary,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2007,59532.488,2015.0,Millions
FIN,Finland,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2011,642.21,,Millions
MLT,Malta,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Intellectual property products,Not applicable,2018,0.046,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Machinery and equipment,Not applicable,2013,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2013,0.101,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2013,2833.633,2015.0,Millions
SVK,Slovak Republic,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2007,0.713,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Retailers and other providers of medical goods,Total,Not applicable,2013,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2013,53029.579,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2018,6.656,,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Total,Constant prices,2013,300.115,2015.0,Millions
